CuisineType,RestaurantID,RestaurantName,Segment,Subregion,GrowthFactor,AOV,MonthlyOrders,InStoreOrders,InStoreRevenue,UberEatsOrders,DoorDashOrders,SelfDeliveryOrders,UberEatsRevenue,DoorDashRevenue,SelfDeliveryRevenue,COGSRate,OPEXRate,CommissionRate,DeliveryRadiusKM,DeliveryCostPerOrder,SD_DeliveryTotalCost,InStoreNetProfit,UberEatsNetProfit,DoorDashNetProfit,SelfDeliveryNetProfit,InStoreShare,UE_share,DD_share,SD_share,TotalRevenue,TotalProfit,ProfitMargin,AggregatorDependence,CostBurden,RevenueQuality,Raw_Scale_Signal,Expansion_Headroom,Cluster,GPI,GPI_Category,Cluster_Label,Recommendation
Pizza,25809,Classic Pizza Cafe,Full-service,West Auckland,1.04,42.7,999,285,12169.5,250,143,321,10675.0,6106.1,13706.7,0.383385897,0.49206828,0.28,4,1.18,378.78,1515.66,-1659.47,-949.22,1328.33,0.4,0.35,0.2,0.45,42657.0,235.0,0.0055090606465527,0.55,0.875454177,0.2352368896078017,1038.96,4.16,3,-0.6663126782127824,Low Potential,Scalable Self-delivery Leaders,Expand
Pizza,25754,Lucky Pizza Kitchen,QSR,South Auckland,1.05,46.67,1006,232,10827.44,271,155,348,12647.57,7233.85,16241.16,0.246417473,0.420369215,0.27,10,2.95,1026.6,3607.85,799.49,457.28,4385.17,0.3,0.35,0.2,0.45,46950.0,9250.0,0.1970181043663471,0.55,0.666786688,9.194834930777423,1056.3,10.5,3,0.7183506060414769,High Potential,Scalable Self-delivery Leaders,Expand
Pizza,25769,Lucky Pizza Bistro,Full-service,West Auckland,1.04,35.07,1328,437,15325.59,312,178,401,10941.84,6242.46,14063.07,0.371737949,0.460590567,0.29,6,1.77,709.77,2569.66,-1338.5,-763.63,1648.21,0.49,0.35,0.2,0.45,46573.0,2116.0,0.0454340497713267,0.55,0.832328516,1.5933721254804287,1381.12,6.24,3,-0.3891948682745955,Low Potential,Scalable Self-delivery Leaders,Expand
Pizza,25407,King Pizza Kitchen,Full-service,South Auckland,1.05,33.45,638,207,6924.15,151,86,194,5050.95,2876.7,6489.3,0.371235733,0.526855572,0.27,15,4.43,859.42,705.63,-849.02,-483.55,-198.1,0.48,0.35,0.2,0.45,21341.0,-825.0,-0.0386579822876153,0.55,0.898091305,-1.2931095075207348,669.9,15.75,3,-0.12402312669566579,Medium Potential,Scalable Self-delivery Leaders,Expand
Pizza,25163,King Pizza Grill,Full-service,CBD,0.99,32.14,1958,518,16648.52,504,288,648,16198.56,9256.32,20826.72,0.383340089,0.498660931,0.27,12,3.54,2293.92,1964.51,-2462.2,-1406.97,163.61,0.36,0.35,0.2,0.45,62930.0,-1741.0,-0.0276656602574288,0.55,0.8820010199999999,-0.8891743206737645,1938.42,11.88,3,-0.9437218569787295,Low Potential,Scalable Self-delivery Leaders,Expand
Pizza,25570,Top Pizza Eatery,Ghost Kitchen,South Auckland,1.05,40.57,1674,138,5598.66,538,307,691,21826.66,12454.99,28033.87,0.250997439,0.303737457,0.28,7,2.07,1430.37,2492.89,3607.19,2058.38,11052.13,0.09,0.35,0.2,0.45,67914.0,19211.0,0.2828724563418441,0.55,0.554734896,11.476135553788616,1757.7,7.35,3,0.8717403303004971,High Potential,Scalable Self-delivery Leaders,Expand
Pizza,25207,King Pizza Cafe,Cafe,South Auckland,1.05,42.25,1507,365,15421.25,400,228,514,16900.0,9633.0,21716.5,0.212588603,0.365123185,0.28,12,3.54,1819.56,6512.21,2404.67,1370.66,7351.06,0.32,0.35,0.2,0.45,63671.0,17639.0,0.2770335003376734,0.55,0.577711788,11.7046653892667,1582.35,12.6,3,1.151451169506294,High Potential,Scalable Self-delivery Leaders,Expand
Pizza,26542,Classic Pizza Kitchen,Full-service,South Auckland,1.05,35.4,758,216,7646.4,190,108,244,6726.0,3823.2,8637.6,0.379709643,0.538602243,0.32,16,4.72,1151.68,624.62,-1602.89,-911.11,-446.09,0.4,0.35,0.2,0.45,26833.0,-2335.0,-0.0870197145306152,0.55,0.918311886,-3.080497894383781,795.9,16.8,3,-0.27759285142278256,Low Potential,Scalable Self-delivery Leaders,Expand
Pizza,25613,Top Pizza Kitchen,QSR,West Auckland,1.04,35.79,601,127,4545.33,166,95,213,5941.14,3400.05,7623.27,0.273536872,0.379405078,0.29,3,0.89,189.57,1577.49,338.99,194.0,2456.15,0.27,0.35,0.2,0.45,21510.0,4567.0,0.2123198512319851,0.55,0.65294195,7.598927475592747,625.0400000000001,3.12,3,0.15832783799408667,Medium Potential,Scalable Self-delivery Leaders,Expand
Pizza,25965,Urban Pizza Kitchen,Ghost Kitchen,CBD,0.99,37.35,1243,113,4220.55,396,226,508,14790.6,8441.1,18973.8,0.261534472,0.329363201,0.29,16,4.72,2397.76,1726.64,1761.59,1005.35,5364.47,0.1,0.35,0.2,0.45,46426.0,9858.0,0.2123379140998578,0.55,0.590897673,7.93082109162969,1230.57,15.84,3,0.30419092751369703,Medium Potential,Scalable Self-delivery Leaders,Expand
Pizza,25251,Top Pizza Tavern,QSR,West Auckland,1.04,39.53,850,196,7747.88,229,131,294,9052.37,5178.43,11621.82,0.210827452,0.443278018,0.28,16,4.72,1387.68,2679.95,596.5,341.23,2632.24,0.3,0.35,0.2,0.45,33600.0,6250.0,0.1860119047619047,0.55,0.65410547,7.353050595238096,884.0,16.64,3,0.8060582401088484,High Potential,Scalable Self-delivery Leaders,Expand
Pizza,26019,Top Pizza House,Cafe,CBD,0.99,33.37,1573,473,15784.01,385,220,495,12847.45,7341.4,16518.15,0.205387952,0.375505005,0.32,4,1.18,584.1,6615.19,1273.27,727.58,6338.77,0.43,0.35,0.2,0.45,52491.0,14955.0,0.2849059838829513,0.55,0.580892957,9.507312682174089,1557.27,3.96,3,-0.07730097946914871,Medium Potential,Scalable Self-delivery Leaders,Expand
Pizza,26305,Classic Pizza Eatery,Full-service,West Auckland,1.04,42.95,1726,560,24052.0,408,233,525,17523.6,10007.35,22548.75,0.360291346,0.463856639,0.29,8,2.36,1239.0,4229.59,-2000.28,-1142.32,2726.24,0.48,0.35,0.2,0.45,74132.0,3813.0,0.0514352776129067,0.55,0.824147985,2.2091451734743432,1795.04,8.32,3,-0.2299611546681568,Medium Potential,Scalable Self-delivery Leaders,Expand
Pizza,25173,Urban Pizza Kitchen,Full-service,South Auckland,1.05,46.48,1243,414,19242.72,290,166,373,13479.2,7715.68,17337.04,0.374779672,0.510911426,0.31,11,3.25,1212.25,2199.61,-2637.76,-1509.89,769.53,0.5,0.35,0.2,0.45,57775.0,-1179.0,-0.0204067503245348,0.55,0.8856910979999999,-0.9485057550843792,1305.15,11.55,3,-0.2875073022717356,Low Potential,Scalable Self-delivery Leaders,Expand
Pizza,25419,Urban Pizza Grill,Cafe,North Shore,1.03,46.18,1408,402,18564.36,352,201,453,16255.36,9282.18,20919.54,0.241740225,0.350460663,0.28,3,0.89,403.17,7570.53,2077.42,1186.25,8127.8,0.4,0.35,0.2,0.45,65021.0,18962.0,0.2916288583688347,0.55,0.592200888,13.467420679472784,1450.24,3.09,3,0.5571988243874216,High Potential,Scalable Self-delivery Leaders,Expand
Pizza,25701,Lucky Pizza Eatery,Full-service,North Shore,1.03,39.54,1766,486,19216.44,448,256,576,17713.92,10122.24,22775.04,0.360499115,0.49761104,0.32,11,3.25,1872.0,2726.62,-3155.03,-1802.87,1359.55,0.38,0.35,0.2,0.45,69828.0,-872.0,-0.0124878272326287,0.55,0.858110155,-0.4937686887781405,1818.98,11.33,3,-0.47603324747252457,Low Potential,Scalable Self-delivery Leaders,Expand
Pizza,25298,Classic Pizza Eatery,QSR,South Auckland,1.05,46.82,1915,395,18493.9,532,304,684,24908.24,14233.28,32024.88,0.212524152,0.379625273,0.33,17,5.02,3433.68,7542.75,1939.12,1108.07,9627.69,0.26,0.35,0.2,0.45,89660.0,20218.0,0.2254963194289538,0.55,0.592149425,10.557737675663615,2010.75,17.85,3,1.2510115996701505,High Potential,Scalable Self-delivery Leaders,Expand
Pizza,25825,Urban Pizza Tavern,Full-service,North Shore,1.03,45.63,1933,562,25644.06,480,274,617,21902.4,12502.62,28153.71,0.388536868,0.507756362,0.29,11,3.25,2005.25,2659.46,-4080.27,-2329.15,914.48,0.41,0.35,0.2,0.45,88203.0,-2835.0,-0.0321417638855821,0.55,0.8962932299999999,-1.4666286860991125,1990.99,11.33,3,-0.575196723325906,Low Potential,Scalable Self-delivery Leaders,Expand
Pizza,26026,Top Pizza House,QSR,South Auckland,1.05,38.89,1752,361,14039.29,487,278,626,18939.43,10811.42,24345.14,0.208394579,0.36435966,0.29,15,4.43,2773.18,5998.23,2599.36,1483.82,7628.18,0.26,0.35,0.2,0.45,68135.0,17710.0,0.2599251486020401,0.55,0.572754239,10.108489029133338,1839.6,15.75,3,1.1903613191629239,High Potential,Scalable Self-delivery Leaders,Expand
Pizza,25099,King Pizza Corner,Cafe,West Auckland,1.04,44.19,1161,281,12417.39,308,176,396,13610.52,7777.44,17499.24,0.228979937,0.36802016,0.32,18,5.31,2102.76,5004.21,1129.67,645.53,4949.43,0.32,0.35,0.2,0.45,51305.0,11729.0,0.2286131955949712,0.55,0.597000097,10.10241711334178,1207.44,18.72,3,1.1682633032128296,High Potential,Scalable Self-delivery Leaders,Expand
Pizza,25827,King Pizza Cafe,Cafe,North Shore,1.03,37.15,1367,307,11405.05,371,212,477,13782.65,7875.8,17720.55,0.261949095,0.413957369,0.29,12,3.54,1688.58,3696.3,469.9,268.51,4054.54,0.29,0.35,0.2,0.45,50784.0,8489.0,0.167158947700063,0.55,0.6759064640000001,6.209954907057341,1408.01,12.36,3,0.3607833163300144,High Potential,Scalable Self-delivery Leaders,Expand
Pizza,26031,Classic Pizza Grill,QSR,South Auckland,1.05,38.06,1219,259,9857.54,336,192,432,12788.16,7307.52,16441.92,0.262302445,0.41514843,0.32,16,4.72,2039.04,3179.54,32.6,18.63,3264.29,0.27,0.35,0.2,0.45,46395.0,6495.0,0.1399935337859683,0.55,0.677450875,5.328153895893955,1279.95,16.8,3,0.7069497676184582,High Potential,Scalable Self-delivery Leaders,Expand
Pizza,26462,Top Pizza Kitchen,Full-service,South Auckland,1.05,34.28,959,336,11518.08,218,125,280,7473.04,4285.0,9598.4,0.354684281,0.463633687,0.31,14,4.13,1156.4,2092.63,-958.93,-549.84,587.46,0.54,0.35,0.2,0.45,32875.0,1171.0,0.0356197718631178,0.55,0.818317968,1.2210457794676806,1006.95,14.7,3,0.12868258395299875,Medium Potential,Scalable Self-delivery Leaders,Expand
Pizza,26156,Lucky Pizza Cafe,Cafe,South Auckland,1.05,36.42,1480,314,11435.88,408,233,525,14859.36,8485.86,19120.5,0.221691654,0.40473767,0.3,11,3.25,1706.25,4272.11,1093.21,624.31,5436.61,0.27,0.35,0.2,0.45,53902.0,11426.0,0.2119772921227412,0.55,0.626429324,7.720212979110237,1554.0,11.55,3,0.7238045647321125,High Potential,Scalable Self-delivery Leaders,Expand
Pizza,25185,Lucky Pizza Eatery,Cafe,South Auckland,1.05,44.86,1890,401,17988.86,521,298,670,23372.06,13368.28,30056.2,0.26823447,0.363766532,0.31,11,3.25,2177.5,6619.88,1355.56,775.35,8883.15,0.27,0.35,0.2,0.45,84785.0,17634.0,0.2079849029899156,0.55,0.632001002,9.330202748127617,1984.5,11.55,3,0.8064578871631267,High Potential,Scalable Self-delivery Leaders,Expand
Pizza,25306,Top Pizza Bistro,Cafe,North Shore,1.03,32.49,1874,443,14393.07,501,286,644,16277.49,9292.14,20923.56,0.211561268,0.428478834,0.3,10,2.95,1899.8,5180.93,976.0,557.16,5631.84,0.31,0.35,0.2,0.45,60886.0,12346.0,0.2027723943106789,0.55,0.6400401019999999,6.588075091153961,1930.22,10.3,3,0.3519582040943115,High Potential,Scalable Self-delivery Leaders,Expand
Pizza,26683,Classic Pizza Kitchen,Ghost Kitchen,North Shore,1.03,31.6,1152,75,2370.0,377,215,485,11913.2,6794.0,15326.0,0.277710302,0.246876524,0.31,16,4.72,2289.2,1126.73,1970.6,1123.82,4996.98,0.07,0.35,0.2,0.45,36403.0,9218.0,0.2532208883883196,0.55,0.5245868260000001,8.0017800730709,1186.56,16.48,3,0.8741711722516659,High Potential,Scalable Self-delivery Leaders,Expand
Pizza,26199,Urban Pizza House,Ghost Kitchen,CBD,0.99,41.76,1550,114,4760.64,503,287,646,21005.28,11985.12,26976.96,0.25115767,0.283551557,0.32,12,3.54,2286.84,2215.08,3051.87,1741.33,10265.29,0.08,0.35,0.2,0.45,64728.0,17274.0,0.2668705969595847,0.55,0.534709227,11.144516129032256,1534.5,11.88,3,0.3975824206937607,High Potential,Scalable Self-delivery Leaders,Expand
Pizza,26685,Top Pizza Grill,Cafe,South Auckland,1.05,32.52,1572,381,12390.12,417,238,536,13560.84,7739.76,17430.72,0.264908879,0.431599406,0.28,15,4.43,2374.48,3760.3,318.57,181.82,2915.6,0.32,0.35,0.2,0.45,51121.0,7176.0,0.140372840906868,0.55,0.696508285,4.564924786291349,1650.6,15.75,3,0.6084441470308813,High Potential,Scalable Self-delivery Leaders,Expand
Pizza,25878,Classic Pizza Cafe,Full-service,South Auckland,1.05,43.16,1772,469,20242.04,456,261,586,19680.96,11264.76,25291.76,0.372721858,0.544081088,0.3,7,2.07,1213.02,1684.08,-4266.89,-2442.23,891.18,0.36,0.35,0.2,0.45,76480.0,-4134.0,-0.0540533472803347,0.55,0.916802946,-2.3329424686192466,1860.6,7.35,3,-0.6650779406109215,Low Potential,Scalable Self-delivery Leaders,Expand
Pizza,26040,Classic Pizza Eatery,Cafe,West Auckland,1.04,45.41,645,167,7583.47,167,96,215,7583.47,4359.36,9763.15,0.237470008,0.35193967,0.33,8,2.36,507.4,3113.7,611.15,351.32,3501.25,0.35,0.35,0.2,0.45,29289.0,7577.0,0.2586978046365529,0.55,0.589409678,11.747467308545868,670.8000000000001,8.32,3,0.7747706722526918,High Potential,Scalable Self-delivery Leaders,Expand
Pizza,26527,Lucky Pizza Grill,QSR,West Auckland,1.04,40.03,1788,334,13370.02,509,291,654,20375.27,11648.73,26179.62,0.26533634,0.355893924,0.3,4,1.18,771.72,5064.16,1604.95,917.57,9144.33,0.23,0.35,0.2,0.45,71574.0,16731.0,0.2337580685723866,0.55,0.621230264,9.357335484952635,1859.52,4.16,3,0.3615592226934065,High Potential,Scalable Self-delivery Leaders,Expand
Pizza,25476,King Pizza House,Cafe,North Shore,1.03,33.94,1230,312,10589.28,321,184,413,10894.74,6244.96,14017.22,0.235909214,0.432622271,0.3,14,4.13,1705.69,3510.01,342.84,196.52,2940.58,0.34,0.35,0.2,0.45,41746.0,6990.0,0.1674411919704881,0.55,0.668531485,5.682954055478368,1266.9,14.42,3,0.441206914639689,High Potential,Scalable Self-delivery Leaders,Expand
Pizza,26447,Lucky Pizza Tavern,QSR,CBD,0.99,37.78,510,105,3966.9,142,81,182,5364.76,3060.18,6875.96,0.21940292,0.387422295,0.29,11,3.25,591.5,1559.69,553.51,315.73,2111.95,0.26,0.35,0.2,0.45,19268.0,4541.0,0.2356757317832676,0.55,0.606825215,8.90382914677185,504.9,10.89,3,0.14782638669867437,Medium Potential,Scalable Self-delivery Leaders,Expand
Pizza,26204,Urban Pizza Grill,Full-service,South Auckland,1.05,38.05,1440,480,18264.0,336,192,432,12784.8,7305.6,16437.6,0.354036158,0.469472704,0.31,14,4.13,1784.16,3223.43,-1706.88,-975.36,1116.93,0.5,0.35,0.2,0.45,54792.0,1658.0,0.0302598919550299,0.55,0.823508862,1.1513888888888888,1512.0,14.7,3,0.1127660880049316,Medium Potential,Scalable Self-delivery Leaders,Expand
Pizza,25357,Classic Pizza Tavern,Full-service,CBD,0.99,30.21,1163,314,9485.94,297,170,382,8972.37,5135.7,11540.22,0.397544512,0.521062245,0.28,12,3.54,1352.28,772.09,-1781.97,-1019.98,-412.98,0.37,0.35,0.2,0.45,35134.0,-2443.0,-0.0695337849376672,0.55,0.918606757,-2.1006156429669267,1151.37,11.88,3,-1.1060018257485482,Low Potential,Scalable Self-delivery Leaders,Expand
Pizza,26005,Top Pizza Cafe,Full-service,South Auckland,1.05,43.39,729,243,10543.77,170,97,219,7376.3,4208.83,9502.41,0.372089598,0.506588339,0.28,10,2.95,646.05,1279.19,-1170.46,-667.85,506.8,0.5,0.35,0.2,0.45,31631.0,-52.0,-0.0016439568777465,0.55,0.878677937,-0.0713312889254212,765.45,10.5,3,-0.25172071964856585,Low Potential,Scalable Self-delivery Leaders,Expand
Pizza,26248,Lucky Pizza Bistro,QSR,North Shore,1.03,34.53,610,110,3798.3,175,100,225,6042.75,3453.0,7769.25,0.205075883,0.422484086,0.29,14,4.13,929.25,1414.64,498.16,284.67,1964.33,0.22,0.35,0.2,0.45,21063.0,4162.0,0.197597683141053,0.55,0.627559969,6.823047998860561,628.3000000000001,14.42,3,0.5733066957424375,High Potential,Scalable Self-delivery Leaders,Expand
Pizza,26087,King Pizza Diner,QSR,West Auckland,1.04,36.97,562,97,3586.09,163,93,209,6026.11,3438.21,7726.73,0.211319309,0.364706583,0.33,15,4.43,925.87,1520.41,566.3,323.1,2350.06,0.21,0.35,0.2,0.45,20777.0,4760.0,0.2290994850074601,0.55,0.576025892,8.469807960725802,584.48,15.6,3,0.910258789346968,High Potential,Scalable Self-delivery Leaders,Expand
Pizza,25927,Urban Pizza Diner,Cafe,North Shore,1.03,36.69,1847,518,19005.42,465,266,598,17060.85,9759.54,21940.62,0.2245838,0.426185135,0.29,12,3.54,2116.92,6637.28,1010.53,578.07,5545.43,0.39,0.35,0.2,0.45,67766.0,13771.0,0.2032140011215063,0.55,0.650768935,7.455921701148068,1902.41,12.36,3,0.5120606830883233,High Potential,Scalable Self-delivery Leaders,Expand
Pizza,25646,Top Pizza Kitchen,Full-service,West Auckland,1.04,39.04,956,287,11204.48,234,134,301,9135.36,5231.36,11751.04,0.357817518,0.527648158,0.3,5,1.48,445.48,1283.3,-1694.3,-970.24,900.42,0.43,0.35,0.2,0.45,37322.0,-481.0,-0.0128878409517174,0.55,0.8854656759999999,-0.5031413107550506,994.24,5.2,3,-0.693922786607942,Low Potential,Scalable Self-delivery Leaders,Expand
Pizza,25323,Lucky Pizza Cafe,QSR,CBD,0.99,40.18,1324,238,9562.84,380,217,489,15268.4,8719.06,19648.02,0.226196178,0.421025983,0.28,9,2.66,1300.74,3373.56,1111.2,634.55,5630.65,0.22,0.35,0.2,0.45,53198.0,10750.0,0.2020752659874431,0.55,0.647222161,8.119384187375465,1310.76,8.91,3,-0.07723112712984777,Medium Potential,Scalable Self-delivery Leaders,Expand
Pizza,26172,Top Pizza Cafe,Cafe,South Auckland,1.05,36.39,1808,468,17030.52,469,268,603,17066.91,9752.52,21943.17,0.27470432,0.355725291,0.28,13,3.84,2315.52,6293.98,1528.69,873.54,5794.03,0.35,0.35,0.2,0.45,65793.0,14490.0,0.2202361953399297,0.55,0.6304296110000001,8.014395148420045,1898.4,13.65,3,0.8708511667612522,High Potential,Scalable Self-delivery Leaders,Expand
Pizza,25201,Lucky Pizza Kitchen,QSR,West Auckland,1.04,41.26,893,195,8045.7,244,140,314,10067.44,5776.4,12955.64,0.231416653,0.404841994,0.33,18,5.31,1667.34,2926.55,339.69,194.9,3045.16,0.28,0.35,0.2,0.45,36845.0,6506.0,0.1765775546207083,0.55,0.636258647,7.285589903650427,928.72,18.72,3,0.8920082294236749,High Potential,Scalable Self-delivery Leaders,Expand
Pizza,25687,Classic Pizza Corner,Cafe,West Auckland,1.04,33.9,1465,403,13661.7,372,212,478,12610.8,7186.8,16204.2,0.27844196,0.387741361,0.29,6,1.77,846.06,4560.5,552.56,314.9,4563.17,0.38,0.35,0.2,0.45,49664.0,9991.0,0.201171875,0.55,0.666183321,6.8197265625,1523.6,6.24,3,0.25539455604659533,Medium Potential,Scalable Self-delivery Leaders,Expand
Pizza,26378,King Pizza Cafe,Ghost Kitchen,West Auckland,1.04,42.33,1544,73,3090.09,515,294,662,21799.95,12445.02,28022.46,0.266469525,0.296299077,0.3,9,2.66,1760.92,1351.08,2991.64,1707.85,10491.38,0.05,0.35,0.2,0.45,65358.0,16542.0,0.2530983200220325,0.55,0.562768602,10.713651886532634,1605.76,9.36,3,0.7589039541143139,High Potential,Scalable Self-delivery Leaders,Expand
Pizza,25530,Classic Pizza Corner,QSR,North Shore,1.03,38.97,1767,364,14185.08,491,281,631,19134.27,10950.57,24590.07,0.201766975,0.403794487,0.31,5,1.48,933.88,5595.14,1615.67,924.65,8765.39,0.26,0.35,0.2,0.45,68860.0,16901.0,0.2454400232355504,0.55,0.6055614619999999,9.5647977054894,1820.01,5.15,3,0.3420010314351085,High Potential,Scalable Self-delivery Leaders,Expand
Pizza,26218,Lucky Pizza Bistro,Full-service,South Auckland,1.05,37.0,1193,322,11914.0,305,174,392,11285.0,6438.0,14504.0,0.365280652,0.468981652,0.32,17,5.02,1967.84,1974.6,-1740.85,-993.14,436.02,0.37,0.35,0.2,0.45,44141.0,-323.0,-0.0073174599578623,0.55,0.834262304,-0.2707460184409053,1252.65,17.85,3,0.11591777607188064,Medium Potential,Scalable Self-delivery Leaders,Expand
Pizza,25989,Classic Pizza Grill,QSR,CBD,0.99,43.26,1794,414,17909.64,483,276,621,20894.58,11939.76,26864.46,0.222421053,0.400567385,0.27,8,2.36,1465.56,6752.14,2235.96,1277.69,8662.65,0.3,0.35,0.2,0.45,77608.0,18928.0,0.2438923822286362,0.55,0.622988438,10.550784455210804,1776.06,7.92,3,0.10156211248548283,Medium Potential,Scalable Self-delivery Leaders,Expand
Pizza,25533,Urban Pizza Kitchen,Cafe,West Auckland,1.04,39.97,1712,415,16587.55,454,259,584,18146.38,10352.23,23342.48,0.268391657,0.386257218,0.28,12,3.54,2067.36,5728.53,1185.89,676.53,5993.99,0.32,0.35,0.2,0.45,68429.0,13585.0,0.1985269403323152,0.55,0.654648875,7.93512180508264,1780.48,12.48,3,0.6454153563979965,High Potential,Scalable Self-delivery Leaders,Expand
Pizza,25897,Top Pizza Grill,QSR,CBD,0.99,40.49,734,137,5547.13,209,119,269,8462.41,4818.31,10891.81,0.250187469,0.406437873,0.32,5,1.48,398.12,1904.74,197.81,112.63,3341.85,0.23,0.35,0.2,0.45,29720.0,5557.0,0.186978465679677,0.55,0.656625342,7.570758075370121,726.66,4.95,3,-0.35310687566531496,Low Potential,Scalable Self-delivery Leaders,Expand
Pizza,26059,King Pizza Corner,QSR,CBD,0.99,41.01,1536,326,13369.26,424,242,544,17388.24,9924.42,22309.44,0.223241485,0.408812939,0.29,3,0.89,484.16,4919.16,1355.34,773.56,7724.5,0.27,0.35,0.2,0.45,62991.0,14773.0,0.2345255671445127,0.55,0.632054424,9.617893508596463,1520.64,2.97,3,-0.23613630855529577,Low Potential,Scalable Self-delivery Leaders,Expand
Pizza,25656,Classic Pizza Cafe,Full-service,CBD,0.99,33.55,1917,548,18385.4,479,274,616,16070.45,9192.7,20666.8,0.391183319,0.468937353,0.33,8,2.36,1453.76,2571.74,-3055.32,-1747.72,1437.1,0.4,0.35,0.2,0.45,64315.0,-794.0,-0.0123454870558967,0.55,0.860120672,-0.4141910907253362,1897.83,7.92,3,-1.0935411695104569,Low Potential,Scalable Self-delivery Leaders,Expand
Pizza,25657,Top Pizza House,Ghost Kitchen,West Auckland,1.04,44.67,1309,74,3305.58,432,247,556,19297.44,11033.49,24836.52,0.264117753,0.244468622,0.29,8,2.36,1312.16,1624.41,3886.77,2222.3,10892.84,0.06,0.35,0.2,0.45,58473.0,18626.0,0.3185401809382108,0.55,0.508586375,14.229189882509877,1361.36,8.32,3,1.0493816034202323,High Potential,Scalable Self-delivery Leaders,Expand
Pizza,26185,Lucky Pizza Grill,Full-service,West Auckland,1.04,41.54,1614,418,17363.72,419,239,538,17405.26,9928.06,22348.52,0.374863437,0.524074592,0.32,13,3.84,2065.92,1754.81,-3810.67,-2173.63,192.67,0.35,0.35,0.2,0.45,67046.0,-4037.0,-0.0602123914924081,0.55,0.898938029,-2.5012227425946363,1678.56,13.52,3,-0.4697899309280443,Low Potential,Scalable Self-delivery Leaders,Expand
Pizza,25620,Urban Pizza Bistro,QSR,South Auckland,1.05,43.51,1521,332,14445.32,416,238,535,18100.16,10355.38,23277.85,0.265463374,0.448396007,0.3,16,4.72,2525.2,4133.39,-250.86,-143.52,4135.54,0.28,0.35,0.2,0.45,66179.0,7875.0,0.1189954517294005,0.55,0.713859381,5.177492104746219,1597.05,16.8,3,0.6515456792318048,High Potential,Scalable Self-delivery Leaders,Expand
Pizza,26025,Urban Pizza Grill,Full-service,West Auckland,1.04,37.75,1344,410,15477.5,327,187,420,12344.25,7059.25,15855.0,0.39856462,0.466798004,0.27,17,5.02,2108.4,2083.85,-1670.95,-955.56,26.28,0.44,0.35,0.2,0.45,50736.0,-516.0,-0.010170293282876,0.55,0.865362624,-0.3839285714285714,1397.76,17.68,3,-0.016103758392664647,Medium Potential,Scalable Self-delivery Leaders,Expand
Pizza,25863,King Pizza Tavern,Full-service,CBD,0.99,33.33,970,296,9865.68,236,135,303,7865.88,4499.55,10098.99,0.373597342,0.482115126,0.31,7,2.07,627.21,1423.49,-1303.47,-745.63,829.95,0.44,0.35,0.2,0.45,32330.0,204.0,0.0063099288586452,0.55,0.855712468,0.2103099288586452,960.3,6.93,3,-1.0691663398655398,Low Potential,Scalable Self-delivery Leaders,Expand
Pizza,26188,Classic Pizza Tavern,Full-service,South Auckland,1.05,33.24,1755,600,19944.0,404,231,520,13428.96,7678.44,17284.8,0.380446089,0.461335604,0.31,4,1.18,613.6,3155.51,-2038.27,-1165.45,2121.17,0.52,0.35,0.2,0.45,58336.0,2073.0,0.0355355183763027,0.55,0.8417816929999999,1.181200630828305,1842.75,4.2,3,-0.43324802169661714,Low Potential,Scalable Self-delivery Leaders,Expand
Pizza,26271,Classic Pizza Bistro,QSR,South Auckland,1.05,39.47,1174,234,9235.98,329,188,423,12985.63,7420.36,16695.81,0.270539454,0.412952752,0.28,17,5.02,2123.46,2923.26,474.08,270.9,3160.89,0.25,0.35,0.2,0.45,46338.0,6829.0,0.1473736458198455,0.55,0.6834922059999999,5.816837800509301,1232.7,17.85,3,0.807149654542686,High Potential,Scalable Self-delivery Leaders,Expand
Pizza,25504,Top Pizza Tavern,QSR,West Auckland,1.04,32.61,1703,340,11087.4,477,273,613,15554.97,8902.53,19989.93,0.210267849,0.409942657,0.3,15,4.43,2715.59,4210.88,1241.12,710.33,4876.38,0.25,0.35,0.2,0.45,55535.0,11039.0,0.1987755469523723,0.55,0.620210506,6.482070586116863,1771.12,15.6,3,0.7295809798877422,High Potential,Scalable Self-delivery Leaders,Expand
Pizza,25894,King Pizza Grill,Cafe,CBD,0.99,36.87,1251,288,10618.56,337,193,433,12425.19,7115.91,15964.71,0.230757518,0.411095651,0.29,17,5.02,2173.66,3803.0,846.74,484.93,3544.05,0.3,0.35,0.2,0.45,46124.0,8679.0,0.1881666811204579,0.55,0.641853169,6.937705532911282,1238.49,16.83,3,0.24655039598034703,Medium Potential,Scalable Self-delivery Leaders,Expand
Pizza,26194,Classic Pizza Cafe,Full-service,North Shore,1.03,39.04,1801,631,24634.24,410,234,526,16006.4,9135.36,20535.04,0.392636619,0.514461832,0.28,17,5.02,2640.52,2288.56,-2994.77,-1709.21,-732.78,0.54,0.35,0.2,0.45,70311.0,-3148.0,-0.0447725107024505,0.55,0.907098451,-1.747918817823669,1855.03,17.51,3,-0.2900741816730282,Low Potential,Scalable Self-delivery Leaders,Expand
